,source_article,updated_label
1926,"From resource point of view: It's 2016, no 1980.",false causality
1927,People who read are smart.,faulty generalization
1928,"Justin Beiber wears Ray Bans, so you should buy a pair to wear in the sun.",ad populum
1929,Using the second amendment as justification to allow civilians to own nuclear submarines.,faulty generalization
1930,Morality is open to interpretation and it varies from society to society. Most societies (with very few exceptions) accept sex in or out of wedlock as what it is: a natural act.,circular reasoning
1931,capitalism is a system of social and economic organisation which impacts every aspect of individual lives and societal conditions,fallacy of red herring
1932,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?",circular reasoning
1933,"@serecip (Fallacy of Special pleading)
maybe adapting is not good in general but it is good in that case",fallacy of red herring
1934,"Whatever is less dense than water will float, because such objects won't sink in water.",circular reasoning
1935,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. ",false causality
1936,"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit.",false dilemma
1937,"""Sarah likes to run. All girls must like to run.""",faulty generalization
1938,"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",faulty generalization
1939,"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!""",faulty generalization
1940,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional
1941,Senator Smith says that the nation should not add to the defense budget. Senator Jones says that he cannot believe that Senator Smith wants to leave the nation defenseless.,fallacy of extension
1942,Too much candy can cause cavities. You should avoid eating any candy unless you want cavities.,false dilemma
1943,"Being mean to others is wrong.
Therefore, it cannot possibly be part of our nature.",fallacy of red herring
1944,"The Bible clearly says, “Thou shall not bear false witness.” Therefore, as a Christian, you better answer the door and tell our drunk neighbor with the shotgun, that his wife, whom he is looking to kill, is hiding in our basement. Otherwise, you are defying God himself!",faulty generalization
1945,"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection.",false causality
1946,i dont know what you are saying but we need to make a room just for girls,fallacy of red herring
1947,You might just be racist,ad hominem
1948,"Don't use iPhones. Teachers use iPhones and teachers are extremely dorky. If you use an iPhone, you will be dorky like a teacher!",faulty generalization
1949,"Jill and Jane have some concerns that the rules their sorority has set are racist in character. Since Jill is a decent person, she brings her concerns up in the next meeting. The president of the sorority assures her that there is nothing wrong with the rules, since the majority of the sisters like them. Jane accepts this ruling but Jill decides to leave the sorority.",ad populum
1950,“Proper web practices” is a subjective term. Few popular JavaScript style guides nowadays recommends not using them where they are unnecessary (as in the code works without them).,circular reasoning
