index,text,label
1684,"The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.",false causality
1685,"Congressman Darell Issa calls White House Spokesperson Jay Carney a ""paid liar.""",ad hominem
1686,"Trump presents a dark image of America if Clinton is elected, with ""Syrian refugees flooding in, illegal immigrants convicted of crimes staying.""",faulty generalization
1687,What is moral depends on ur moral philosophy. A utilitarian could defensibly argue that discriminating against white ppl in favor of black people to correct a major discrimination-induced wrong like the racial achievement gap is ultimately moral.,circular reasoning
1688,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,appeal to emotion
1689,I saw that dog eat chicken so all dogs must only eat chicken.,faulty generalization
1690,If you don't say the Pledge of Allegiance you are a traitor.,false dilemma
1691,People who eat yogurt have healthy guts. If I eat yogurt I will never get sick.,false causality
1692,"Recently, we highlighted a British journalist's story about the underside of Dubai's startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?",ad hominem
1693,I called my friend and he didn't answer. He wasn't home or he was dead.,false dilemma
1694,"If you can not imagine human beings living without what we currently think of as government, then I guess it would be hard for you to grasp the concept of human rights existing without having a government to enforce them.",ad hominem
1695,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",ad hominem
1696,Senator Li announced today that she plans to cut funding to early childhood education programs. The last thing we need is a government official who hates children!,fallacy of extension
1697,"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!",ad populum
1698,They may be too far away for any contact.,fallacy of red herring
1699,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""What do you know? You've never even had a pet cat before!""",ad hominem
1700,It is perfectly justifiable to torture terrorists,fallacy of red herring
1701,America has to act now to reduce illegal immigration. Recent studies show that the vast majority of Americans think that illegal immigration is a problem.,ad populum
1702,Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,circular reasoning
1703,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?,appeal to emotion
1704,Plagiarism is deceitful because it is dishonest.,circular reasoning
1705,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,appeal to emotion
1706,"Shamus pointed a drunken finger at Sean and asked him to explain how so many people could believe in leprechauns if they're only a silly old superstition. Sean, however, had had a few too many Guinness himself and fell off his chair.",ad populum
1707,"taps into people's desire to belong to a group. ""Everyone else is doing it!""",ad populum
1708,My neighbor's child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.,faulty generalization
1709,"When the new administration came on campus, test scores increased and attendance improved.",false causality
1710,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.
 ¡Nunca debes apostar! Una vez que empiece a jugar, le resultarÃ¡ difÃ­cil dejar de jugar. Pronto gastarÃ¡ todo su dinero en juegos de azar y, finalmente, recurrirÃ¡ a la delincuencia solo para apoyar su adicciÃ³n al juego.",faulty generalization
