text,label,splitted
"People have believed that fish is ""brain food"" for decades, so I don't believe the  FDA when they claim that eating fish does not enhance the intellect.",fallacy of credibility,"People have believed that fish is ""brain food"" for decades,[SEP]so I don't believe the  FDA when they claim that eating fish does not enhance the intellect."
Everyone is doing it.  You should too.,ad populum,Everyone is doing it.[SEP]You should too.
A real estate ad shows a happy family moving in to the home of their dreams.,appeal to emotion,A real estate ad shows a happy family moving in to the home of their dreams.
"All cats are felines. All dogs are canines. Therefore, all cats are canines.",fallacy of logic,"All cats are felines.[SEP]All dogs are canines.[SEP]Therefore, all cats are canines."
Lahat nakamove-on na ikaw na lang hindi pa. #MarcosIsAHero,ad populum,Lahat nakamove-on na ikaw na lang hindi pa.[SEP]#MarcosIsAHero
"Every time I wear this necklace, I pass my exams. Therefore, wearing this necklace causes me to pass my exams.",false causality,"Every time I wear this necklace, I pass my exams.[SEP]Therefore, wearing this necklace causes me to pass my exams."
"I don't think that there should be marriage among homosexuals. Anyway, taxes on married people are high. I think that taxes on the married are just ridiculous.",fallacy of relevance,"I don't think that there should be marriage among homosexuals.[SEP]Anyway, taxes on married people are high.[SEP]I think that taxes on the married are just ridiculous."
Did your misleading claims result in you getting promoted?,intentional,Did your misleading claims result in you getting promoted?
"Because cases spiked rapidly in New York City back in March, it justified us closing down the whole country.",faulty generalization,"Because cases spiked rapidly in New York City back in March,[SEP]it justified us closing down the whole country."
"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",intentional,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time."
Cell phones stop students from concentrating in class because they are distracting.,circular reasoning,Cell phones stop students from concentrating in class because[SEP]they are distracting.
"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!""",ad hominem,"""Who are you to ask fast food restaurants to give us nutritional facts?[SEP]I saw you eat Taco Bell last night!"""
"You can look cool in our clothes, or you can look like a loser.",false dilemma,"You can look cool in our clothes,[SEP]or you can look like a loser."
We can't believe what he says out of that ugly mouth of his.,ad hominem,We can't believe what he says out of that ugly mouth of his.
"Debate moderator: ""What will you do to fix the economic crisis?"" Candidate: ""It's important to focus on what started this crisis to begin with. My opponent...""",fallacy of relevance,"Debate moderator: ""What will you do to fix the economic crisis?""[SEP]Candidate: ""It's important to focus on what started this crisis to begin with. My opponent..."""
Justin's mom gets his phone bill and he has gone over the limit. He begins talking to her about how hard his math class is and how well he did on a test today.,fallacy of relevance,Justin's mom gets his phone bill and he has gone over the limit.[SEP]He begins talking to her about how hard his math class is and how well he did on a test today.
Either the city should provide recycling bins or throw out the Recycling Act,false dilemma,Either the city should provide recycling bins or[SEP]throw out the Recycling Act
"Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are just kidding - just teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest joke of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other.""",ad hominem,"Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages:[SEP]""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are just kidding - just teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest joke of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other."""
