text,label,coarse_label
"Charlie : I think it should put extra money into schools. Quality public education is so demanding. Bob : So you hear re saying we should cut governmental spending and spend them instead on more government notebooks and crayons? I guess you want our country better be a calm, defenseless centre for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : People think we should put more money on schools. Quality public education is so expensive. Bob : So you ’ re sure we should eliminate military spending and spend it instead on more spiral notebooks and crayons? I expect you want my country to be a quiet, safe zone for terrorists.",fallacy of extension,fallacy of relevance
""" Senator McCain says that America should not stop the attack submarine program. I accept entirely. I can'd understand why we choose to move them here like that. """,fallacy of extension,fallacy of relevance
""" Senator Jones proposes that we should just fund an attack campaign again. I disagree strongly. I think's understand why he wants not leave us stranded like that. """,fallacy of extension,fallacy of relevance
""" Senator Jones says tomorrow he may not destroy the US submarine program. We accept entirely. I doesn't understand why it wants we leave us defenseless like that. """,fallacy of extension,fallacy of relevance
In many cases you shouldn't really tell whether patients are improving regardless of what the therapist are doing or because of the placebo effect for me's this fuzzy line separating the terms - - so we must conclude the you are actually the same mechanism of recovery.,equivocation,fallacy of ambiguity
of all cases you can't really see whether patients say improving version of what your therapist is doing or because of the placebo effect but there's a fuzzy line linking the words - - so we must conclude that them are actually the same mechanism of improvement.,equivocation,fallacy of ambiguity
In these cases you can't really tell when patients started improving because of what the subject is saying or as of the placebo effect — there's a little line separating the two - - so many must conclude that you are actually the same way of improvement.,equivocation,fallacy of ambiguity
for many cases this can't really tell whether patients are improving because of things the doctor is doing or because of the placebo effect — there's that fuzzy link separating the two - - so we cannot conclude either they are driving the same mechanism as improvement.,equivocation,fallacy of ambiguity
In many cases you will't accurately tell whether patients are improving any of what the therapist is doing arising out of the enhancing effect — there's this fuzzy line separating each two - - so we might conclude that they are actually the same aspect of improvement.,equivocation,fallacy of ambiguity
In many cases you can't really tell if you are improving because of what the disease is doing or because of the beneficial effect... which's some fuzzy line separating the two - - so we must conclude that there are actually any same amount of improvement.,equivocation,fallacy of ambiguity
In many patients you can't really tell whether patients are improving because of it the therapist enjoys doing just because of the wrong treatment — there's a fuzzy line separating the two - - so we may conclude their opposite are actually their same mechanism of improvement.,equivocation,fallacy of ambiguity
