source_article,updated_label,masked_articles
"I hope the art mural at 34th and Habersham will not be allowed. You open the gate for one, you open it for all and you'll have it all over the city. A person wanting to paint on buildings is nothing more than upscale graffiti. More than likely it will go too far.",faulty generalization,"I hope the art mural at 34th and Habersham will not be allowed . MSK<0> MSK<1> MSK<2> for one , MSK<0> MSK<1> MSK<2> for all and MSK<0> 'll have MSK<2> all over the city . A person wanting to paint on buildings is nothing more than upscale graffiti . More than likely it will go too far . "
someone who is poor is more credible than someone who is rich?,fallacy of credibility,someone who is poor is more credible than someone who is rich ? 
"“Feminists want to ban all pornography and punish everyone who looks at it! But such harsh measures are surely inappropriate, so the feminists are wrong: porn and its fans should be left in peace.”",fallacy of extension,"MSK<2> MSK<0> want to ban MSK<1> and punish everyone who looks at MSK<1> ! But such harsh measures are surely inappropriate , so MSK<0> are wrong : porn and its fans should be left in peace . MSK<2> "
"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of",circular reasoning,""" MSK<0> have a right to free speech so MSK<0> can say what MSK<0> want and you should n't try to stop MSK<0> "" is an example of "
"Your sister broke her arm, and then you broke your nose. So you assume that a sibling breaking a bone causes you to break one too.",false causality,"MSK<0> MSK<1> MSK<0> arm , and then MSK<2> MSK<1> MSK<2> nose . So MSK<2> assume that a sibling MSK<1> a bone causes MSK<2> to MSK<1> one too . "
Putting teenagers in sex-education classes is like taking an alcoholic to a bar.,fallacy of logic,Putting teenagers in sex - education classes is like taking an alcoholic to a bar . 
Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers.,circular reasoning,coref1 must be exploiting MSK<0> because the only way a company could make large profits is by taking advantage of MSK<0> . 
"Evolution cannot be true. If it were true, we’d all be smelly apes.",appeal to emotion,"MSK<0> can not be MSK<1> . If MSK<0> were MSK<1> , we ’d all be smelly apes . "
"If you drive without car insurance, then you’re an accident waiting to happen.
Stay protected with Auto Union insurance.",false dilemma,"If MSK<0> drive without car MSK<1> , then MSK<0> ’re an accident waiting to happen . Stay protected with Auto Union MSK<1> . "
"At a party you overhear a friend tell her spouse, “I had high blood pressure at the doctor’s office today; I really need to reduce the stress in my job.”",faulty generalization,"At a party you overhear MSK<0> tell MSK<0> spouse , MSK<2> MSK<1> had high blood pressure at the doctor ’s office today ; MSK<1> really need to reduce the stress in MSK<1> job . MSK<2> "
"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?",intentional,"While in math class , MSK<0> says MSK<2> MSK<1> makes no sense , MSK<1> ca n’t be real so I must not need this . MSK<2> What fallacy did MSK<0> commit ? "
"Atoms are colorless. Cats are made of atoms, so cats are colorless",faulty generalization,"MSK<0> are MSK<1> . MSK<2> are made of MSK<0> , so MSK<2> are MSK<1> "
"Teachers claim that cell phones distract students, but they only say that because teachers have no lives.",ad hominem,"MSK<0> claim that cell phones distract students , but MSK<0> only say that because MSK<0> have no lives . "
"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again.",appeal to emotion,"Look Tom , MSK<0> could go to the police with MSK<0> information about our questionable MSK<1> practices here at Bentron . But remember , MSK<0> have a family to feed . Besides MSK<0> know how rumors of this kind of disloyalty can spread through the industry . MSK<0> 'll ever work as an MSK<1> in this town again . "
"Every person who has ever drunk water has died. Therefore, drinking water causes death.",false causality,"Every person who has ever drunk MSK<0> has MSK<1> . Therefore , drinking MSK<0> causes MSK<1> . "
Deliberately using a fake issue or argument against someone because it’s easier to prove wrong than the real issue would be,fallacy of extension,Deliberately using MSK<0> or argument against someone because MSK<0> ’s easier to prove wrong than MSK<0> would be 
"I did not complete my homework last night? Well, you did not do yours last weak either.",ad hominem,"MSK<0> did not complete MSK<0> homework last night ? Well , MSK<1> did not do MSK<1> last weak either . "
"Either you love me, or you hate me.",false dilemma,"Either MSK<0> love MSK<1> , or MSK<0> hate MSK<1> . "
"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with short ribs.",intentional,"Although MSK<0> have MSK<1> that MSK<2> is not made of MSK<4> , MSK<0> have not MSK<1> that MSK<2> can not be MSK<5> with them ; therefore , MSK<2> is MSK<5> with MSK<4> . "
"Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes.",faulty generalization,"MSK<0> is a MSK<2> . MSK<0> comes from MSK<3> . Therefore , all MSK<3> are MSK<2> . "
a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.,fallacy of logic,a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated . 
You should fly an American flag off your front porch. It’s the patriotic thing to do.,ad populum,MSK<0> should fly an American flag off MSK<0> front porch . It ’s the patriotic thing to do . 
"Unfair judgement of people based on looks, belief, or ethnic background.",faulty generalization,"Unfair judgement of people based on looks , belief , or ethnic background . "
If I make an exception for you then I'll have to make an exception for everyone,faulty generalization,If MSK<0> make an MSK<1> for you then MSK<0> 'll have to make an MSK<1> for everyone 
"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",false causality,"MSK<0> new way of obtaining informed consent helps prevent MSK<1> . MSK<0> chose the three therapists in our clinic who had MSK<2> and taught MSK<2> MSK<3> . The first month that MSK<2> started using MSK<3> , all three had significantly lower MSK<1> rates . "
"We, the people, are going to work together to achieve justice, unity, and integrity.",appeal to emotion,"We , the people , are going to work together to achieve justice , unity , and integrity . "
"Oh please, what do you know about labor laws? You don't even have a job.",ad hominem,"Oh please , what do MSK<0> know about labor laws ? MSK<0> do n't even have a job . "
"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
",ad hominem,"Tim : Boss , MSK<0> heard MSK<1> side of the story why MSK<1> think MSK<2> should be fired and not MSK<1> . Now , MSK<1> am sure MSK<2> is going to come to MSK<0> with some pathetic attempt to weasel out of this lie that MSK<2> has created . "
You can’t give me a C. I’ll lose my scholarship.,appeal to emotion,You ca n’t give MSK<0> a C. MSK<0> ’ll lose MSK<0> scholarship . 
"My opponent is an untrustworthy liar and an idiot. Therefore, you should believe me.",ad hominem,"MSK<0> opponent is an untrustworthy liar and an idiot . Therefore , you should believe MSK<0> . "
"""In the business meeting, she proposed a new advertising plan for the dog food brand, but I found out she actually hates dogs. How can we trust her advertising skills?""",ad hominem,""" In the business meeting , MSK<0> proposed a new MSK<1> plan for the MSK<2> food brand , but I found out MSK<0> actually hates MSK<2> . How can we trust MSK<0> MSK<1> skills ? "" "
"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",ad populum,"MSK<0> guess MSK<0> should buy MSK<0> 12 year old daughter an iPhone . Everyone at MSK<1> school has one , and MSK<0> want MSK<1> to fit in with the other kids . "
"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it will probably help me understand my finances, too.",fallacy of logic,"The MSK<0> Investing for MSK<1> really MSK<5> better . The MSK<0> Chess for MSK<1> was written by the same author , was published by the same press , and costs about the same amount , so it will probably MSK<5> , too . "
"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",false causality,""" Right when MSK<0> sneezed , the power went off . MSK<0> must 've caused the outage . "" Bragged Zohaw . "
We can have Sally as our soldier or we can have Brittany be the queen of the kingdom.,false dilemma,MSK<0> can have Sally as MSK<0> soldier or MSK<0> can have Brittany be the queen of the kingdom . 
"If we legalize marijuana, then more people will try heroin",faulty generalization,"If we legalize MSK<0> , then more people will try MSK<0> "
"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",circular reasoning,"In MSK<0> paper , MSK<0> states "" Filthy , polluting hummers should be banned . "" Name that fallacy : "
The secretary claims that mining is doing more harm than good to the environment and to the people. The pro-mining politicians accused her of being anti-poor who values the life of a tree more than the life of miners whose only source of income is mining.,fallacy of extension,The secretary claims that MSK<0> is doing more harm than good to the environment and to the people . The pro-mining politicians accused her of being anti-poor who values the MSK<1> of a tree more than the MSK<1> of MSK<0> whose only source of income is MSK<0> . 
