text,label,label_updated
"Ted: Biological evolution is both a theory and a fact.
 
 Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!
 
 Ted: Actually, that is a gross misrepresentation of my assertion. I never claimed we evolved from pond scum. Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent. The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension,fallacy of relevance
because wars make profit and capitalism loves profit,false causality,fallacies of defective induction
Studies show it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility,fallacies of defective induction
"You see someone walking their dog. The dog goes to the bathroom on a lawn but they don’t pick up after their dog. You ask them to clean up after their dog, but they say, “why do you hate dogs?” What fallacy have they committed?",fallacy of extension,fallacy of relevance
"Larger number of people knowing programming language does not mean better community. For example, compare PHP and Ruby (this applies to good quality libraries too).",fallacy of red herring,fallacy of relevance
That is not a meme. Memes have more inductive power,fallacy of red herring,fallacy of relevance
Men aren't sexually abused at the same rate as women and the need for manliness is a product of the male culture.,fallacy of red herring,fallacy of relevance
"Taxation is theft. Theft is immoral. If the universal healthcare is financed through taxes, then implementing it is morally unjustifiable.",fallacy of red herring,fallacy of relevance
No informed consent was obtained.,prejudicial language,fallacy of relevance
"My roommate said her philosophy class was difficult, and the one I'm in is difficult, too. All philosophy classes must be hard.",faulty generalization,fallacies of defective induction
"You need to go to the party with me, otherwise you'll just be bored at home.",false dilemma,fallacies of defective induction
"If you vote for her, the government as we know it will fall apart.",faulty generalization,fallacies of defective induction
"Speaker 1: Did you torture the prisoner?
 Speaker 2: No, we just held him under water for a while, and then did a mock hanging.",equivocation,fallacy of ambiguity
An identical argument can be made about his chief opponent,fallacy of red herring,fallacy of relevance
Tabs makes it harder to indent long lines which are parted in two or more lines.,fallacy of red herring,fallacy of relevance
"I want to have myself a merry little Christmas, but I refuse to do as the song suggests and make the yuletide gay. I don't think sexual preference should have anything to do with enjoying the holiday.",equivocation,fallacy of ambiguity
"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad hominem,fallacy of relevance
"Since Dwayne Johnson (aka The Rock) endorsed this protein powder, it must work wonders.",fallacy of credibility,fallacies of defective induction
"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",appeal to emotion,fallacy of relevance
A Mormon just believes.,ad populum,fallacy of relevance
"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.
 
 What error in reasoning has Jeff made?",faulty generalization,fallacies of defective induction
